Date,no2,co,so2,o3,pm10,pm25
2018-01-01,1.8148556207193756,0.06128013997084803,0.1542962796455182,28.079475324233012,24.514769405071075,17.221979249734055
2018-01-02,1.534649977882539,0.0642173371580102,0.320222462604223,34.66778301604999,21.3258459351075,14.350651045073757
2018-01-03,1.874365479990801,0.0749020365539574,0.36277759788578673,28.951501760492167,18.477089827579064,12.932339089657862
2018-01-04,1.8708359237628844,0.05396583975415507,0.20208536508149083,26.923252002540966,20.240392887033057,14.20444930191957
2018-01-05,1.505864054322492,0.06602355321552464,0.3076957347167413,35.89920994388822,19.98732435956702,13.37244716202017
2018-01-06,1.6549733634922705,0.07523599357112325,0.2571605450807094,30.143499674183595,25.48172454134841,17.827976836407334
2018-01-07,1.5712375271029433,0.06710122220171834,0.3478498229973067,35.772242825185955,23.055646621516612,15.478755569827044
2018-01-08,1.657960238230448,0.05567190269543425,0.35934314775715975,28.631672611798418,20.838746736604097,14.381599554577974
2018-01-09,1.6457093099268247,0.06938253424381748,0.24889981815711235,30.038084816497964,23.823511109525995,16.57928636697512
2018-01-10,1.8683217767184819,0.054335997620636484,0.14584758085919078,26.527555705850602,17.935264585225013,12.607269937081297
2018-01-11,2.038569510663268,0.07465102310968243,0.3203457619466288,37.459001791155494,23.176240494583023,15.677310750406207
2018-01-12,1.1753361136525105,0.07181317976818821,0.30831354749913614,38.16678152208899,14.2986470888632,9.475895670835358
2018-01-13,1.758903819721591,0.05453120817131748,0.27019809334255773,28.09495093882996,22.894787553741963,15.883108945841125
2018-01-14,1.879783280878183,0.05360993598868781,0.18750281190086748,26.893846621590473,21.18193976491358,14.85893738476142
2018-01-15,1.3768486873879895,0.07567597210304172,0.31392391434179356,31.73225607866954,20.275118362585925,13.904413860779625
2018-01-16,1.7817142163948592,0.05417901663260466,0.26424470509718667,27.692942099014385,21.718179444689916,15.116543972485138
2018-01-17,2.2854844466999924,0.06820499626747056,0.5183771730276133,33.443410585779446,32.67693219551525,22.4456918348596
2018-01-18,1.9984294893162695,0.07445835641682026,0.3303462105123565,39.50773832137246,23.469198300694124,15.746565878753035
2018-01-19,1.7633144636881406,0.05435057567849187,0.26272225844702723,28.125860655475112,23.234366286634284,16.12121958654579
2018-01-20,1.6070582506833841,0.07756276313096852,0.3582604125544092,42.55045658995268,18.17332764369126,12.075222539891486
2018-01-21,1.759523310733213,0.06691898585699023,0.3470719842838574,28.16359160869983,17.71872959788887,12.338340433531018
2018-01-22,1.7391914494169287,0.064422032740141,0.396143744800201,28.496389145832755,20.288211244005762,14.038751611746335
2018-01-23,1.9065570488806514,0.0603191724536318,0.18488255692954797,27.03872871132492,17.24418049468482,12.138196419921396
2018-01-24,1.791310391793772,0.054956364350057685,0.2659484815674485,27.4854847840309,20.399821640030748,14.219431428539016
2018-01-25,1.8146711509089675,0.058806771974193976,0.26826392230386453,27.389291642528708,19.09531221639155,13.332251406152166
2018-01-26,0.8595000571084622,0.08186007452835059,0.3156913145888072,34.291549515423235,13.00874888079169,8.651166973068737
2018-01-27,1.8825013222897675,0.053435429466622185,0.15514010694965794,26.54752060607511,19.106479674073174,13.453546438678162
2018-01-28,1.5342965271239866,0.05790986825002312,0.4291186897983498,29.683206557013694,19.80936386152327,13.562329245723655
2018-01-29,1.3050585090620055,0.07065610418051775,0.31325485706952627,38.47074958251896,15.464379304399696,10.25656037977722
2018-01-30,1.8716153182337012,0.05339988449714092,0.193208018064268,26.89940139596892,21.033509765803306,14.765745249875764
2018-01-31,1.4071194469202535,0.07636406439996778,0.3092630922681372,31.46387679216365,21.085248652254386,14.509391472210202
2018-02-01,1.9827415570846525,0.08007787907399824,0.3396997693660425,31.883166054052154,18.087374894280607,12.648356021533397
2018-02-02,0.8849280715043728,0.0801281454920679,0.3114889168380748,34.796111482779054,12.535862976950078,8.35301670017892
2018-02-03,1.618321827496611,0.05607893322336919,0.3667881166898899,29.010307909887736,20.88239334214401,14.369579457230138
