Date,tave,wind_speed,rh,solar_rad
2018-01-01,25.800670786395838,3.7476095575505153,71.14151847883986,159.36544733116713
2018-01-02,27.571747965060514,1.6200789779175941,80.1485860466659,271.3809728890568
2018-01-03,27.67825454744895,1.9917107561212486,80.18681302947971,283.2194597883869
2018-01-04,25.307488584341325,4.049829918480833,67.63127788419136,131.71242336199143
2018-01-05,27.696476067207687,1.9211465731163686,80.16288985542282,283.46573773453787
2018-01-06,27.443073657032127,2.1925507884284055,79.29687825327187,262.2080325205079
2018-01-07,27.447173842568812,1.0698672690669062,81.5820323796919,194.16519488485724
2018-01-08,26.71655310293403,3.318557612387313,76.56073696349812,214.95156772721472
2018-01-09,27.71607195083347,1.9813387064867742,80.1520098042067,284.43109763778733
2018-01-10,25.26540505370877,4.1234040811600945,67.92843648381157,127.34759446395599
2018-01-11,27.462545084374394,1.3996392638466244,80.62172147101028,247.04798485500143
2018-01-12,27.371437740092535,1.441761394725952,81.10665426145454,237.68116044461226
2018-01-13,27.36874118728303,1.2099977555882517,81.6919393096244,207.05737550512754
2018-01-14,27.40014489262134,1.4130735139759842,80.96137679758674,239.7840265851054
2018-01-15,25.576447902700426,3.9975618505673784,69.94719357636494,146.20536630575876
2018-01-16,27.65467555372701,2.2385237607653385,79.75432974954053,279.8248312456743
2018-01-17,27.138327303390238,2.8087447473393063,78.43239108580113,239.42150686681873
2018-01-18,25.441823235407313,3.9699970727019327,67.5072288782346,141.80926064047995
2018-01-19,27.50598312695147,1.8264121432006692,80.54271627519964,268.883849267598
2018-01-20,27.636563983077636,1.7338862632242626,80.0727972587388,278.990057164844
2018-01-21,27.42403082760692,1.1389332118644568,81.52853948571145,205.20013127881936
2018-01-22,27.455879674131058,1.100398686878151,81.48059526855947,202.76772432427566
2018-01-23,27.50238992897463,1.7751396456917292,80.57848989686867,267.01940642025767
2018-01-24,27.67018855862036,1.975662978260929,80.22485754459511,282.64419067658935
2018-01-25,27.621442671886395,1.7748106900469192,80.1990814940009,278.3422699249142
2018-01-26,27.361437206865173,1.55974226037069,81.11111144968716,244.5348327768601
2018-01-27,25.269776039829626,4.104610269677331,68.2260321765093,123.46674871618043
2018-01-28,25.8526580085055,3.7810550392433777,72.22670696270869,161.96497399639802
2018-01-29,27.499550849541876,2.1168762475094685,79.47710491657138,265.05120413872896
2018-01-30,27.72777644074414,1.9322948301848715,80.2144004866798,284.49762282525734
2018-01-31,27.378269601070883,1.2221534837244454,81.63382998287454,209.51777906708458
2018-02-01,26.683335873570787,3.3741635498889284,76.81761498929895,210.242765311877
2018-02-02,27.556058837982714,1.913940099886758,80.54817703577343,273.17779125211933
2018-02-03,27.34846143037748,1.3807832847204036,81.36148035504705,227.94046873598418
2018-02-04,27.239846726524092,2.778157556270788,78.96217941290271,249.56987811582474
2018-02-05,27.4147915392548,1.6674159083519884,80.83906704055515,255.57558480554775
2018-02-06,26.179055683289885,3.7131100678682882,74.56956815754349,179.7118177608765
2018-02-07,27.376443224198677,1.2826207533226108,81.40450789712591,220.16964598469022
2018-02-08,25.985858045845692,3.765986312956597,73.11934143145415,168.8992939339783
2018-02-09,27.317878780193812,1.4709618921016876,81.47537337479085,231.42541692287912
2018-02-10,27.355359718942736,1.594859874050725,81.13704176842636,245.7749282291095
2018-02-11,27.410785014070537,2.0444761651823646,78.8783504346654,259.21681044509745
2018-02-12,25.89693568560061,3.8045149764222344,72.77791699760188,164.36905632754528
2018-02-13,27.5196967332263,1.0300540444655957,81.32029573672199,197.4688300208278
2018-02-14,27.704693236061647,2.097708542056767,79.86632510522104,281.8839560115703
2018-02-15,27.503139211793997,1.0142291820125315,81.37837852271569,191.92128187167648
2018-02-16,27.693152651767708,0.871023173358417,80.61328151056087,185.86128410411948
2018-02-17,27.34366617304063,1.3024650203579697,81.56000686969834,217.39755631651371
2018-02-18,26.008012536870623,3.7790379656459345,73.34267360030364,172.03402743459725
2018-02-19,27.603327029047787,1.8162431153275438,80.2755868823435,277.31151959218994
2018-02-20,25.617538837206784,4.05262035756289,69.93060726258082,150.99602200679885
2018-02-21,27.362109627112712,1.3144038722294156,81.40476998709269,222.45894931767995
2018-02-22,26.0113873636997,3.773520320856311,73.53222602178842,169.27282435093744
2018-02-23,27.360848011985134,1.2996818637712901,81.462258923668,219.4900323291131
2018-02-24,27.44648844221808,1.4902574852780734,80.62226887410546,252.25170133159986
2018-02-25,27.595613284588083,0.9659581383297269,81.08405149001513,194.3007275429118
2018-02-26,25.2950097421963,4.103875980997176,67.85141686831894,130.68791419824092
2018-02-27,27.688596381036632,2.1125250453329483,79.89370853035838,281.679646380649
2018-02-28,27.56266520148214,1.0227191506467852,81.20353465651885,206.15735283957181
2018-03-01,27.4185170833818,1.3454608730606352,80.95506839161403,235.76685916785675
2018-03-02,25.35405546806646,4.078100565532281,68.711742113469,129.2888462430981
2018-03-03,27.69056121234285,1.8124484023708884,80.10748105060922,282.6542439232033
2018-03-04,27.168284872526225,2.6690071603246133,78.5037624966298,243.64096262730976
2018-03-05,27.603255256712504,2.33242461139319,79.72539866656133,277.60492545633
2018-03-06,27.45013788730874,1.590868711340744,80.6499143892096,257.2437145197144
2018-03-07,26.61296169901469,3.5881325003851487,76.74644429293852,204.2463317226462
2018-03-08,26.141982472488188,3.73209890812967,74.32066397016251,179.41429839900374
2018-03-09,27.536824870175256,1.001998319838673,81.27881419368771,193.02180209051332
2018-03-10,27.36785624965975,1.2544426472489958,81.5196052036791,215.13584178728289
2018-03-11,27.40973057157032,1.4704503412069505,80.84375314280939,245.89060262224766
2018-03-12,27.589882441774336,0.9814554661126885,81.11630846149689,197.786863679583
2018-03-13,27.417615093466093,2.3101179728113928,79.34683625029523,260.4582002306851
2018-03-14,27.6047469505319,1.6930193858772642,80.1307423645601,275.9030366918055
2018-03-15,26.817698648193684,3.3576315748969927,77.44398844555293,218.80777681507837
2018-03-16,27.5293442585493,1.731735262760628,80.36295739272693,270.35655237827467
2018-03-17,27.370517934348925,1.5391718752597456,81.03856063400794,245.09425073791186
2018-03-18,25.33229572488556,4.036502241454544,67.61038118573195,133.71917195417038
2018-03-19,27.46498330767926,1.741495582783479,80.69372820118882,262.1631741185092
2018-03-20,27.3589615703217,1.2724593631885384,81.59415652885164,214.63975750683957
2018-03-21,26.176490967606885,3.7115604949496466,74.49204012069123,180.59510274600265
2018-03-22,27.489394809588074,1.0608055357346806,81.39835873569,200.3006717896903
2018-03-23,27.33680071650109,1.4820394556784875,81.28612948959609,235.81973179819673
2018-03-24,26.357059855439818,3.6765405732807594,75.60753897745938,189.19428110321647
2018-03-25,27.412172867064427,1.140675859721494,81.58972256378063,203.32260325334653
2018-03-26,27.369981168905298,1.4357723415770804,81.12332849149334,236.95433021807764
2018-03-27,27.67024709634062,1.9049211734175988,80.1980712864707,282.2950575565276
2018-03-28,27.368593824935065,1.4854311446836983,81.08246899743087,240.64105256099836
2018-03-29,26.371417249381626,3.657710526942952,75.46812370310187,189.78132332921444
2018-03-30,27.4417293255607,1.068452688745487,81.58946710900288,193.88707279246532
2018-03-31,27.38224380325309,1.2250229645246122,81.52576265910132,212.72446331683824
2018-04-01,27.432521342163326,1.138481341907439,81.5204777310369,204.70582005774355
2018-04-02,27.445745522194393,1.7641768258225687,80.82391061000753,260.6299742222122
2018-04-03,26.705512507124688,3.3338671938870323,76.81594789805452,211.32535990050806
2018-04-04,27.480877062266153,1.0575360505543234,81.42305822686366,197.39232250911857
2018-04-05,27.407042417651112,1.2120967128532205,81.43744165788898,215.1683242348962
2018-04-06,27.52235994498644,1.8100831899700829,80.53541590846658,269.54332096875993
2018-04-07,27.56751874202742,0.9700390000681255,81.1608007215547,191.18650833917528
2018-04-08,27.616252666705513,1.9402625906140811,80.44617095718147,277.7791462697843
2018-04-09,27.522145646027916,1.7971221244183546,80.53567799843336,269.1368116475646
2018-04-10,27.5365729034663,1.0165013205699893,81.2848140633704,197.4854081259143
2018-04-11,26.95231275324597,3.036656834532048,77.77127246217819,228.3868718929491
2018-04-12,27.457980414753017,1.087126072621781,81.48026848549961,200.5969854711932
2018-04-13,27.573211917090738,1.0003443052790228,81.17459859714788,200.91363614364172
2018-04-14,26.176935854280885,3.71317401173013,74.74234599175531,180.15128825571435
2018-04-15,27.454970812396017,1.0674484148708885,81.52455671349466,195.74240211465653
2018-04-16,27.509125584482284,1.006152184152675,81.36493231214124,191.61207804857162
2018-04-17,27.420623677775783,1.143745342711756,81.55609210816912,204.9843676843837
2018-04-18,25.953314636545045,3.7584604756614524,72.69354476326254,167.56645861150986
2018-04-19,27.615051370880984,1.8103098354359453,80.1892746846108,278.5992216884577
2018-04-20,27.337486625875478,1.2802251675874297,81.68104930562471,213.17503316331684
2018-04-21,27.55863067999688,0.9542143152368997,81.18620520156308,187.7083864308453
2018-04-22,27.649511508752504,1.9624791749237844,80.39487099317626,280.35254690523453
2018-04-23,27.351518880957997,1.2717169039038156,81.65757566562479,213.04581259661072
2018-04-24,27.64634716320455,1.94201536291591,80.33618606377783,280.61800935374225
2018-04-25,27.580776263107857,1.9519369635680743,80.46213522199378,276.0179664000093
2018-04-26,27.318207609474598,1.4724972552732531,81.48017891044768,231.6774395813809
2018-04-27,27.426996908441463,1.1600750064296965,81.46126696290764,208.68163973054126
2018-04-28,27.722355338824133,1.9241595723620033,80.15812910729197,284.2013091437545
2018-04-29,25.238760719539666,4.1285895731118165,67.93647584472315,124.34018435651991
2018-04-30,27.545799975250713,1.7548488373545055,80.42585566716103,271.34084855556944
2018-05-01,25.545952931841246,3.930549038600476,69.59079435026483,143.21769034908337
