date,no2,co,so2,o3,pm10,pm25
2022-01-01,2.041517363796814,0.09031097788638645,0.4127609442459141,33.7095870934559,32.15887340017843,22.311378012581937
2022-01-02,1.5015970801613427,0.06365887446265878,0.25125579500573897,33.49852815163033,15.771109239077399,10.643877163922062
2022-01-03,1.6764021647115748,0.06082815050773967,0.23887758859558425,32.05982526267728,17.141064514964977,11.6640944656324
2022-01-04,2.3056521327071895,0.09417746185205172,0.4524634834740852,35.729354375079254,35.62975401433322,24.779477074371002
2022-01-05,1.4585461306963659,0.05843217606663742,0.1874286748192371,25.466464775484553,19.24863632424821,13.430712172812289
2022-01-06,1.7745355817969632,0.056614226132378286,0.1877564407492341,26.740185043432284,19.8540033093588,13.795171568236336
2022-01-07,2.037375823394592,0.08930464921266307,0.3994594464237218,33.4043168531864,32.17025010056682,22.34468942098901
2022-01-08,1.7411138321419728,0.07666192014748271,0.3367190804015253,29.974657517974666,26.917036383825113,18.77870193506238
2022-01-09,1.254782717760659,0.07297192281647423,0.23871782371534728,39.217384992573805,15.008374190218776,9.953833218814813
2022-01-10,2.2833091811903734,0.09419763796055208,0.453865649314103,35.6519719670104,35.40612073955508,24.612482290460694
2022-01-11,1.5101043826057978,0.06157239254591814,0.24014083210681103,26.248281506113404,21.89468253534777,15.31603836785018
2022-01-12,2.101107840535964,0.09077767894029792,0.41613222694229823,33.8888382336861,33.008285571054735,22.9264801745592
2022-01-13,1.4396047783051649,0.060300703869441606,0.1693796976074041,26.7007353479444,17.90387306350308,12.473812175552677
2022-01-14,1.5215467887356497,0.057836350815108774,0.18331512835522906,26.103938732541973,18.177950743302844,12.641102528763165
2022-01-15,1.1976806770491961,0.07154728388460373,0.235237789964241,37.33992550745165,13.955039783608264,9.280980931104146
2022-01-16,1.4640840007573495,0.06200699722047799,0.20723918379843848,29.82060383382404,15.572565604888139,10.685861099390127
2022-01-17,1.9195323081016318,0.058140513254812724,0.2121508823232623,28.782071415821665,20.47173399055368,14.171747434276021
2022-01-18,1.4167027030507393,0.06537718947202631,0.24546097740593872,34.795637336035924,15.176118833716535,10.189703132434309
2022-01-19,1.5779535746654134,0.05664152833232314,0.1907987809199752,25.209854166927016,20.306236337257232,14.154331293866642
2022-01-20,1.8771704973859382,0.0813139687913491,0.34292343732872943,31.021505222281878,29.366536577024192,20.48995277782804
2022-01-21,1.7773265641378564,0.0785914252774847,0.345113922251663,30.54986857659929,27.546968011814005,19.19232498098041
2022-01-22,1.4673341787578353,0.06051748478539633,0.2303130648447635,25.83039267481005,20.876551850220572,14.590819805329657
2022-01-23,1.6763482055223595,0.07078655913897844,0.2602775102076324,28.44365398904873,25.459212241116823,17.855796148707096
2022-01-24,1.703169967035414,0.057390289355320076,0.19910092384170608,27.3039195713724,18.602784140685813,12.889552844558073
2022-01-25,1.3679745958187974,0.06614344707726907,0.2630585621023836,33.650213862462856,14.790634014741956,9.954843392372393
2022-01-26,1.908271311384882,0.08411507311821131,0.36826310541934115,31.742095042804603,29.925669638752062,20.831896527068707
2022-01-27,1.5783916601486037,0.06666676579674256,0.2611547463043782,27.387208592886594,23.584532041237917,16.530482113614685
2022-01-28,1.7794613553879632,0.0785536222314072,0.34995569737808746,30.457624175992702,27.555457224794175,19.20222468184469
2022-01-29,1.768027630078314,0.07760394019109726,0.32787208965308406,30.222821121711544,27.472342212242815,19.17250874302589
2022-01-30,1.5610523136675607,0.06427186316614213,0.21463786934902387,26.914433840027993,22.776014567027676,15.977374677004438
2022-01-31,1.5683262491234253,0.056391680613994896,0.1822837582288386,25.138103095405267,19.578069762652117,13.63978068539578
2022-02-01,1.4941288127077559,0.0592998066678558,0.2093231868153961,25.596851306312434,20.902447362295206,14.609500533377785
2022-02-02,1.445783253438843,0.06453325457325344,0.25003801851198104,34.66416893739834,15.312668113251295,10.283464074803648
2022-02-03,1.7430780650042308,0.05830870060004332,0.2192130615190508,28.170972981569573,18.72614810271922,12.945009502177417
2022-02-04,2.075273423675297,0.09032446242121332,0.41480603556400286,33.70087665160361,32.57732282540068,22.62030966409926
2022-02-05,2.2925044386359024,0.09511619404453232,0.45825073724473164,35.830015440848356,35.69082699800565,24.815691796410224
2022-02-06,1.8680948971552505,0.08445393904389291,0.3810416064768229,31.895669212358317,29.282311194314946,20.34305483563825
2022-02-07,1.2946844037600076,0.06942182572380388,0.24780811763490163,37.18120321590606,14.674903519420466,9.770540968175556
2022-02-08,1.4639503358553625,0.06364171101070404,0.25443218303759424,32.528687679619395,15.400053982178266,10.423023293166803
2022-02-09,1.70977784683208,0.07304037384933333,0.28271628173267865,28.978659080707,26.217314185179532,18.366287356029904
2022-02-10,1.718652604449893,0.07691631581848082,0.34803498902830515,30.09520141970753,26.43633273008163,18.41422570341237
2022-02-11,1.5714454256553958,0.0565155471465829,0.19718349315122383,24.991811183796376,21.05213208454882,14.680573725920599
2022-02-12,1.7799902935462308,0.08000864843939672,0.35884941578218976,30.717085972423565,27.612949724080405,19.223471999005778
2022-02-13,1.8226569194258644,0.059078796445596625,0.23757568551312705,29.327449710596536,19.43206264936116,13.395329908612178
2022-02-14,2.196199912534155,0.09354403632940539,0.4388720388676648,34.98355377862704,34.440665699719496,23.92082767973664
2022-02-15,2.0115496927713914,0.08933244386608173,0.4081923914370333,33.31557261314063,31.654865098062047,21.96848395192044
2022-02-16,2.0686833001017737,0.09004777598856263,0.407267083003888,33.62206013969397,32.57362159154105,22.624722625992465
2022-02-17,1.4157886521416552,0.06497129193820422,0.24287397975025496,34.32074028709098,15.056687104535417,10.12545422348048
2022-02-18,1.6578574666162325,0.0580771895316515,0.20474866698573843,27.453468926277,18.078894175269554,12.517586363047789
