date,tave,pr,wind_speed,rh,solar_rad
2022-01-01,26.214152737009055,2.4491821571933765,2.7469726677158843,84.15388638901959,85.32414595330984
2022-01-02,25.925868844631996,2.2737668157605757,1.9328863109069117,83.61155921344375,94.11071008978182
2022-01-03,27.17082362800285,1.6772300176859538,2.023664747236643,82.33742874548115,185.64833967407822
2022-01-04,27.10596383395144,1.7711999814756263,1.6855574924439616,82.73975675006461,170.20864508512375
2022-01-05,28.131750847539333,0.0026977592362727974,0.8431161182102772,75.16063909054974,291.7980529263436
2022-01-06,26.648986321088195,0.0018915999955742228,2.915135788025154,74.10772333673663,273.5852580253731
2022-01-07,27.451440224328675,0.008238804668223665,3.7469655007642944,72.89438198249442,183.70141410495998
2022-01-08,26.510589788515524,2.7604808548230815,2.100034855274952,82.96300100265944,130.71553846318716
2022-01-09,26.32049006903238,0.003546123799965845,0.7717053895233424,81.32301782302258,169.93983155441137
2022-01-10,27.114802266175673,1.6356912131750914,1.9899052301334001,82.05887853350274,189.74439050258863
2022-01-11,26.70911117710581,0.0021659972142118768,3.4041876797295583,72.15211748519923,266.7221352866963
2022-01-12,27.0561657953237,2.846766318869081,1.4322154642621105,81.97390332636006,204.8504307797599
2022-01-13,26.745821072274136,0.0037860804731332316,0.1908233625837416,79.9603706157712,201.7739954711456
2022-01-14,27.77678422014833,0.003330713842842721,0.8010179662791405,80.1996836374056,233.4132115104191
2022-01-15,27.165937509943678,2.83164353797226,1.5301220425906963,82.64621219628641,204.96816192176442
2022-01-16,27.121999097114266,1.660627295240689,2.0249096987023423,82.10951331980742,189.47307695816806
2022-01-17,27.63463376537992,0.004031422395228697,0.14626852300499682,76.33913989658063,231.1345642642283
2022-01-18,26.98999042963734,2.854545123088169,1.4572228428975467,81.50984815820674,191.22618940782075
2022-01-19,27.09059971847702,2.102215327814497,1.6120412344840354,82.98244542411933,173.8416259986144
2022-01-20,26.630830847148623,0.0018909738038383997,2.931540230537082,73.9869048384401,274.39164542572917
2022-01-21,27.120218277859138,1.6246590924117084,1.9759329634553737,82.08887954071342,190.73687821416144
2022-01-22,26.6991429668805,0.0021370671560168525,3.3478488745224966,72.24965227578188,266.75227729594445
2022-01-23,25.94760504546887,2.2259660938914827,1.8562471057833498,83.08105096833212,108.5200178231824
2022-01-24,27.164169161768083,1.6939641151573943,2.0417908782286713,82.31407288008657,187.0902624741344
2022-01-25,27.000481407155778,0.0037526418344402818,0.17738342855555123,79.10056789175745,209.48405547791404
2022-01-26,26.692593486774467,0.0021186571189836553,3.27119652538289,72.87964356885585,262.93601523563143
2022-01-27,28.10946019268684,0.0026317586273170495,0.8441372661595289,74.67977532977969,293.3827779278613
2022-01-28,27.439539251287382,0.003906309286411254,0.14519337801685636,77.30157240695542,225.34073816892598
2022-01-29,27.152166893019547,1.5456408339366297,1.8523783245200611,82.43676416048751,174.6436516729263
2022-01-30,27.10526519898569,1.6163729476482562,1.9524298641697744,81.9900931875995,189.20896203477966
